c:\Users\Iban\Downloads\basque_profiles.jsonGender,Username,City,NameSet,Surname,EmailAddress,Age,Latitude,Longitude
female,Hatrance,Villaralto,Hispanic,Godoy,EsperanceGodoyGallegos@gustr.com,67,38.44777,-5.058745
male,Pliked,"El Burgo de Ebro",Hispanic,Raya,AradorRayaPosada@armyspy.com,39,41.637546,-0.777421
female,Wenscipt,"Guadalix de la Sierra",Hispanic,Heredia,EthelHerediaBatista@fleckens.hu,43,40.720499,-3.721162
female,Skencle1973,Mieres,Hispanic,Espinal,EncarnaEspinalVarela@rhyta.com,51,43.228709,-5.798127
male,Wheirlit,"Herguijuela de la Sierra",Hispanic,Chacón,VictorChaconGrijalva@rhyta.com,23,40.526531,-6.063738
male,Folend,Navalpino,Hispanic,Munguia,EscolasticoMunguiaEspinoza@fleckens.hu,21,39.31317,-4.555807
female,Thoo1971,"Valle de Elorz Noáin",Hispanic,Dueñas,AnelidaDuenasSalas@jourrapide.com,53,42.817463,-1.617792
female,Thousionced,"Castro Caldelas",Hispanic,Flores,SigridFloresSierra@rhyta.com,75,42.294995,-7.473596
male,Camain,Vilasantar,Hispanic,Quiroz,GarrisonQuirozOsorio@dayrep.com,61,43.351508,-8.218545
male,Hacheres,"Cervera de Pisuerga",Hispanic,Reyna,LicioReynaAlvarez@dayrep.com,53,42.858442,-4.410608
female,Cerecrever92,Cariñena,Hispanic,Uribe,RossUribeRoque@teleworm.us,32,41.370851,-1.257314
male,Whatrold,"El Redal",Hispanic,Marín,QuimeyMarinPaez@superrito.com,55,42.289593,-2.118184
male,Memered,Negreira,Hispanic,Rivera,RogerioRiveraMeza@gustr.com,44,42.938772,-8.788316
female,Wartn2005,"Becerril de Campos",Hispanic,Rosario,ScarlettRosarioSegovia@fleckens.hu,19,42.197592,-4.473375
female,Buls1948,"l' Alqueria d'Asnar",Hispanic,Tamayo,CoraliaTamayoPuga@fleckens.hu,76,38.686292,-0.501237
male,Notheited47,Aín,Hispanic,Meraz,PaskasiMerazBravo@superrito.com,77,39.995883,-0.342276
female,Fuldebou58,Arzúa,Hispanic,Meraz,MaryMerazSedillo@fleckens.hu,66,42.963511,-8.127042
female,Penisch47,Cidamón,Hispanic,Guerrero,TaisGuerreroGaona@teleworm.us,77,42.453915,-2.931471
male,Supoor,Miajadas,Hispanic,Mayonga,AmirMayongaVeliz@fleckens.hu,31,39.219218,-5.992828
female,Wayed1965,Ágreda,Hispanic,Madera,AkemiMaderaJurado@superrito.com,59,41.844751,-1.973273
female,Perearged,Casafranca,Hispanic,Ochoa,KaremOchoaIbarra@teleworm.us,43,40.631049,-5.809977
female,Upits1973,"Los Cortijos",Hispanic,Ramírez,ZillaRamirezAlicea@einrot.com,51,39.216433,-4.139444
male,Elons1958,Ikaztegieta,Hispanic,Fuentes,NazarioFuentesResendez@dayrep.com,66,43.048482,-2.151031
male,Wintonsts,"Fuente de Cantos",Hispanic,León,LauroLeonSolorzano@gustr.com,32,38.298676,-6.332322
female,Vocassithand89,"Villaverde de Guadalimar",Hispanic,Collado,SelmaColladoIbarra@einrot.com,35,38.427554,-2.575463
male,Nonvize1948,Trigueros,Hispanic,Fajardo,MichelFajardoSalcido@cuvox.de,75,37.285134,-6.921266
male,Pule1963,Cox,Hispanic,Barragán,DustinBarraganBlanco@teleworm.us,61,38.154105,-0.962906
female,Ansered,"Cervera de Pisuerga",Hispanic,Cruz,AmapolaCruzCarranza@jourrapide.com,57,42.88207,-4.519138
male,Younithe,"Carpio de Azaba",Hispanic,Salcedo,ReneSalcedoBorrego@gustr.com,31,40.508832,-6.676132
male,Answert87,Ulea,Hispanic,Botello,NeyenBotelloOlivera@superrito.com,37,38.217892,-1.271993
female,Thic1975,"Don Benito",Hispanic,Navarrete,AbraNavarreteUlloa@dayrep.com,49,38.977381,-5.804941
male,Whosiong,"Villanueva del Duque",Hispanic,Urena,FilademoUrenaMuro@dayrep.com,28,38.345718,-4.997166
female,Thadespecte,Fuentealbilla,Hispanic,Cotto,DaphneCottoVenegas@fleckens.hu,45,39.258055,-1.58343
female,Itell1979,Jabalquinto,Hispanic,Acosta,CoraliaAcostaAnaya@superrito.com,45,38.061452,-3.70502
male,Takint,"San Cibrao das Viñas",Hispanic,Murillo,YaguatiMurilloEsparza@dayrep.com,69,42.193215,-7.78646
female,Hatin1957,"Nuevo Baztán",Hispanic,Leyva,ElalLeyvaSaenz@fleckens.hu,67,40.37473,-3.247504
female,Wisess,"Albalate de Cinca",Hispanic,Pabón,YasminaPabonValdivia@rhyta.com,47,41.735122,0.178704
female,Heord1965,Cózar,Hispanic,León,BeggaLeonBadillo@einrot.com,59,38.696096,-3.043228
male,Trin1961,Cullera,Hispanic,Ochoa,DagobertoOchoaOlivo@superrito.com,63,39.232894,-0.293694
female,Poseept,"Campo Lameiro",Hispanic,Hernández,LaodiceaHernandezValverde@superrito.com,63,42.624409,-8.493112
male,Lour1987,Híjar,Hispanic,Candelaria,VivianoCandelariaTijerina@gustr.com,37,41.114087,-0.432783
female,Froor1989,Cáñar,Hispanic,Lozano,NeusLozanoAmaya@superrito.com,35,36.852459,-3.404392
female,Bargeres1995,"Calvarrasa de Abajo",Hispanic,Linares,LilLinaresVillegas@jourrapide.com,29,40.883792,-5.670988
female,Cocruch,"Paracuellos de Jarama",Hispanic,Ríos,VivianRiosLoera@jourrapide.com,33,40.451823,-3.492429
female,Conet1963,"Nava de Francia",Hispanic,Velasco,TarsiciaVelascoLongoria@superrito.com,61,40.598333,-6.207783
male,Foolity,Ramirás,Hispanic,Zavala,HyginZavalaFuentes@armyspy.com,25,42.187585,-8.381027
female,Welle1974,Hermigua,Hispanic,Carrasquill,AyelenCarrasquillLaureano@gustr.com,50,28.230254,-17.197717
male,Wifear,Abla,Hispanic,Corona,CananCoronaQuiroz@gustr.com,61,37.181217,-2.799619
female,Fourpried,"Puerto Serrano",Hispanic,Cantú,RomanelaCantuParra@fleckens.hu,32,37.03305,-5.524544
female,Penig1968,Laukiz,Hispanic,Razo,YocondaRazoSotelo@superrito.com,56,43.253516,-2.799569
male,Majesigh,Beniel,Hispanic,Chavarría,HenochChavarriaAlaniz@cuvox.de,41,38.028048,-0.929248
male,Cargay1948,Jun,Hispanic,Argüello,MamertoArguelloSaldana@rhyta.com,75,37.287761,-3.626516
female,Hiself79,Penàguila,Hispanic,Zamora,GiseldaZamoraRael@einrot.com,45,38.612207,-0.292187
female,Thicat56,"El Saucejo",Hispanic,Baca,HeloisaBacaValdivia@cuvox.de,68,37.154263,-5.021118
female,Damen1948,Degaña,Hispanic,Márquez,FloramariaMarquezVaca@jourrapide.com,76,42.965643,-6.780609
female,Hiscambeste,"Salceda de Caselas",Hispanic,Merino,NancyMerinoRodriguez@gustr.com,59,42.492113,-8.799392
female,Imesers,Rábade,Hispanic,Segovia,JoaquinaSegoviaBallesteros@cuvox.de,37,43.182748,-7.848211
male,Thentlen,Fisterra,Hispanic,Rincón,TimoteoRinconMontes@jourrapide.com,24,43.291565,-8.323771
male,Darday,"A Baña",Hispanic,Lerma,BennieLermaLuevano@einrot.com,50,42.809646,-8.33957
female,Ling1959,Melón,Hispanic,Montenegro,MercyMontenegroGaitan@armyspy.com,65,42.21744,-8.206742
female,Weentim,Plasencia,Hispanic,Almaraz,HermioneAlmarazMiranda@teleworm.us,40,40.020813,-5.988103
female,Factiven,"Las Pedroñeras",Hispanic,Callas,LienCallasArevalo@cuvox.de,64,39.489759,-2.674939
male,Olesest,Valdemorillo,Hispanic,Toro,ValderramaToroRamon@dayrep.com,35,40.587916,-4.149259
female,Halique,"Puebla del Príncipe",Hispanic,Vallejo,BrendaVallejoFlorez@gustr.com,48,38.609689,-2.872926
male,Foustion,"La Recueja",Hispanic,León,PrimoLeonPeralta@fleckens.hu,36,39.265926,-1.646557
female,Younarright,Altzaga,Hispanic,Ulloa,SenaidaUlloaPacheco@fleckens.hu,69,43.055402,-2.205839
female,Maligning,Villaralto,Hispanic,Alcaraz,EdelmiraAlcarazEsquibel@superrito.com,52,38.409778,-5.056548
female,Sition,Ourense,Hispanic,Laboy,AleksandraLaboyBustos@teleworm.us,50,42.288592,-7.919779
male,Crist1974,"Llorenç del Penedès",Hispanic,Ramón,FlavianoRamonSosa@jourrapide.com,50,41.200342,1.476396
female,Relp1948,"Villa del Prado",Hispanic,Benavidez,AranduBenavidezTovar@superrito.com,76,40.361209,-4.318826
female,Whimed1950,"San Pelayo de Guareña",Hispanic,Morales,MimiMoralesAguirre@armyspy.com,74,41.164218,-5.658033
female,Thentailled,Peligros,Hispanic,Rivas,SolanaRivasOjeda@fleckens.hu,47,37.222527,-3.601964
male,Stooks,Fuencaliente,Hispanic,Alanis,TeofiloAlanisLedesma@jourrapide.com,19,39.255989,-4.092501
male,Goinat,Zurgena,Hispanic,Maya,ElliotMayaManzanares@rhyta.com,41,37.356784,-1.936131
male,Dameter,Moratalla,Hispanic,Acevedo,YrkoAcevedoTello@superrito.com,44,38.154325,-1.78712
male,Breventowne,Mondariz-Balneario,Hispanic,Noriega,BrandonNoriegaCaballero@teleworm.us,42,42.313263,-8.440988
male,Givell,Morella,Hispanic,Trujillo,AmadoeTrujilloLozada@jourrapide.com,26,40.545115,-0.12682
female,Golould,Santiz,Hispanic,Patino,GalilahPatinoFarias@dayrep.com,45,41.264702,-5.861636
female,Shice1978,"San Muñoz",Hispanic,Candelaria,EliaCandelariaFernandez@rhyta.com,45,40.796172,-6.238522
male,Shush1962,Aledo,Hispanic,Betancourt,AmmianoBetancourtRodrigez@dayrep.com,62,37.803969,-1.540999
male,Blit2005,Villabona,Hispanic,Ibarra,OctavianoIbarraReyna@rhyta.com,19,43.33017,-1.964695
male,Walouteemper,"Vilariño de Conso",Hispanic,Amador,TehuelAmadorPuente@teleworm.us,54,42.112332,-7.108456
male,Froate,Higueruela,Hispanic,Romo,LauroRomoGalindo@fleckens.hu,49,38.928962,-1.374031
female,Allond,"Villalobar de Rioja",Hispanic,Ocampo,LarisaOcampoFajardo@superrito.com,43,42.552675,-3.033412
male,Herfoust,Barbate,Hispanic,Fierro,TomeFierroBanda@jourrapide.com,45,36.211832,-5.841312
male,Conar1986,Jamilena,Hispanic,Tovar,ZenzoTovarArmas@armyspy.com,37,37.781955,-3.966266
male,Givename,Taboadela,Hispanic,Adame,WernerAdameMuniz@dayrep.com,20,42.196197,-7.758638
male,Drent1984,Montejo,Hispanic,Carrera,MichaelCarreraCruz@cuvox.de,40,40.600514,-5.610572
male,Timust,Vilarmaior,Hispanic,Palomino,MarcialPalominoSaldivar@jourrapide.com,39,43.39631,-8.205857
male,Beesse,Trabanca,Hispanic,Tejada,RobertinoTejadaNunez@superrito.com,55,41.209372,-6.367496
male,Fingrifuread85,"Cúllar Vega",Hispanic,Olivares,RyderOlivaresRosado@fleckens.hu,39,37.243489,-3.635995
female,Agerce,Villores,Hispanic,Rosado,MahdiRosadoOcasio@jourrapide.com,72,40.818032,-0.188396
male,Anyinquity75,Sanchotello,Hispanic,Figueroa,HyginFigueroaPonce@teleworm.us,49,40.355328,-5.717556
female,Onegalk,"El Vendrell",Hispanic,Fuentes,ToscaFuentesMatos@superrito.com,28,41.315678,1.54549
male,Oustom1947,"Bollullos de la Mitación",Hispanic,Ruelas,StanislaoRuelasViera@cuvox.de,77,37.420963,-6.203672
male,Thimen,Artea,Hispanic,Brito,QuiricoBritoJasso@dayrep.com,67,43.119705,-2.778756
male,Wency2005,Itsasondo,Hispanic,Guillén,NahuelGuillenAbeyta@cuvox.de,19,43.090001,-2.199161
female,Hansorneve,Valdehijaderos,Hispanic,Campos,MariangelaCamposPantoja@einrot.com,34,40.458748,-5.771868
female,Incturban,"Villalba de Rioja",Hispanic,Urena,GailUrenaMiramontes@cuvox.de,71,42.575038,-2.911304
male,Expriamere96,"Almarza de Cameros",Hispanic,Ruvalcaba,NazarioRuvalcabaCuellar@jourrapide.com,27,42.159934,-2.632344
female,Resse1963,Sentmenat,Hispanic,Espinoza,CercaEspinozaUribe@cuvox.de,61,41.623642,2.17603
male,Cultalty,"Monterrubio de la Sierra",Hispanic,Gonzales,AlessandroGonzalesGodoy@gustr.com,70,40.738166,-5.735527
female,Brainitterem,Cocentaina,Hispanic,Lara,IsauraLaraMenendez@dayrep.com,61,38.953358,0.061329
female,Ancterionts,"Collado Villalba",Hispanic,Agosto,GladisAgostoCarrasco@teleworm.us,38,40.746004,-3.908419
female,Welf1983,"San Martín de Valdeiglesias",Hispanic,Rentería,GimenaRenteriaPeralta@fleckens.hu,41,40.255964,-4.363177
male,Noweli,Ea,Hispanic,Viera,PolifemoVieraOcampo@fleckens.hu,53,43.439222,-2.573954
female,Tung2002,Vic,Hispanic,Ordóñez,ClodoveaOrdonezMiranda@fleckens.hu,22,42.000476,2.256647
male,Tince1972,Albuñol,Hispanic,Benavides,BaudilioBenavidesMiranda@superrito.com,52,36.710628,-3.244402
male,Pontaide91,Olaberria,Hispanic,Candelaria,KokoCandelariaCardenas@fleckens.hu,33,43.025581,-2.261497
female,Difters,Lagunilla,Hispanic,Orosco,DorothyOroscoLedesma@teleworm.us,40,40.343118,-6.058099
female,Denjudd86,Betxí,Hispanic,Morales,DaraMoralesRubio@rhyta.com,38,39.853885,-0.288656
female,Whany1984,Grañón,Hispanic,Montero,ErinaMonteroMontero@dayrep.com,39,42.419594,-3.035433
male,Alaing,Lobras,Hispanic,Valencia,ApoloValenciaCarmona@cuvox.de,35,36.972068,-3.14866
female,Muckbithat,Ribatejada,Hispanic,Rosario,LiciaRosarioSantiago@einrot.com,62,40.609012,-3.444779
male,Theramer,Cazalilla,Hispanic,Pena,ClimenePenaAparicio@armyspy.com,57,38.016651,-3.8927
female,Spinhe,Cubelles,Hispanic,Raya,AshleyRayaPortillo@einrot.com,49,41.189369,1.614993
female,Sown1952,Trebujena,Hispanic,Santacruz,MakuSantacruzMota@teleworm.us,72,36.88985,-6.200576
female,Tinclan71,Valdepeñas,Hispanic,Trejo,JovianneTrejoLopez@gustr.com,53,38.695516,-3.389845
male,Conve1980,"A Cañiza",Hispanic,Canales,EsdrasCanalesContreras@gustr.com,44,42.121351,-8.304069
female,Thavat,Navarredonda,Hispanic,Alfaro,TaielAlfaroRosales@rhyta.com,24,41.04864,-3.611497
female,Luche2002,Tielmes,Hispanic,Balderas,AguedaBalderasBlanco@fleckens.hu,22,40.207422,-3.423722
female,Sheentaide,"Gallegos de Argañán",Hispanic,Santiago,AndresaSantiagoArmijo@superrito.com,76,41.01869,-5.708881
female,Bectinced,"Villahermosa del Río",Hispanic,Granados,JuanaGranadosMartinez@jourrapide.com,21,40.293244,-0.421691
male,Haterse,Nestares,Hispanic,Suárez,GersonSuarezVillalobos@fleckens.hu,40,42.193715,-2.576376
male,Thismity,Lodosa,Hispanic,Gastelum,CiceronGastelumParedes@dayrep.com,46,42.407346,-2.178748
male,Pernedge,Villaflores,Hispanic,Arroyo,PonceArroyoSepulveda@superrito.com,46,41.151769,-5.230267
female,Faren1963,"Priego de Córdoba",Hispanic,Fernández,ToscaFernandezSauceda@cuvox.de,61,37.484072,-4.236163
female,Thust1952,Sarria,Hispanic,Macías,EtelMaciasLucio@teleworm.us,72,42.850719,-7.475065
female,Hationest,Castejón,Hispanic,Valdivia,AracelyValdiviaMenendez@einrot.com,66,42.233425,-1.731288
male,Samot1959,Júzcar,Hispanic,Cabán,JuanJoseCabanVazquez@armyspy.com,65,36.543836,-5.132986
male,Timet1960,Almagro,Hispanic,Saldana,AddisonSaldanaPrado@dayrep.com,64,38.971902,-3.638341
male,Plutch,"Sant Celoni",Hispanic,Díaz,LucianDiazElizondo@fleckens.hu,49,41.781211,2.524479
female,Eforst,Ames,Hispanic,Tafoya,LlanqueTafoyaHidalgo@superrito.com,72,42.384105,-7.215112
male,Sprught47,"Paderne de Allariz",Hispanic,Razo,AdelinoRazoFuentes@einrot.com,77,42.642595,-7.713738
female,Baxt1958,Hondarribia,Hispanic,Vigil,JadenVigilSantacruz@dayrep.com,66,43.293324,-1.85858
male,Trionevered47,Albox,Hispanic,Garica,CleandroGaricaAdame@teleworm.us,77,37.32303,-2.175456
male,Diestill1973,"Cereceda de la Sierra",Hispanic,Godínez,AhmendGodinezSalazar@fleckens.hu,51,40.665238,-5.995115
male,Chil1954,Cordovín,Hispanic,Irizarry,EgeoIrizarryBanuelos@armyspy.com,70,42.299985,-2.83097
male,Gothaden,"Osorno la Mayor",Hispanic,Maestas,NoeMaestasBorrego@superrito.com,25,42.458524,-4.369034
male,Upped1997,"Huércal de Almería",Hispanic,Zúñiga,ZenobioZunigaNarvaez@fleckens.hu,27,37.331904,-2.193787
female,Ininving,Valenzuela,Hispanic,Hernandes,QueilaHernandesAlmaraz@teleworm.us,43,37.798811,-4.144908
male,Yose1967,Cantimpalos,Hispanic,Olivárez,EzerOlivarezVerdugo@gustr.com,57,41.114232,-4.131776
female,Allight,Igualeja,Hispanic,Solórzano,PalmaSolorzanoAvila@jourrapide.com,28,36.691188,-5.058965
male,Liffiller,Cúllar,Hispanic,Zepeda,EuricoZepedaTello@superrito.com,50,37.66932,-2.424475
male,Robef1953,Villafranca,Hispanic,Puente,InaquiPuenteEchevarria@gustr.com,71,42.361627,-1.719774
female,Bardes,"Pedro Martínez",Hispanic,Zarate,CandelaZarateGuevara@teleworm.us,26,37.529316,-3.168043
female,Waragod,Muras,Hispanic,Olivera,IngebergOliveraEscobar@fleckens.hu,28,43.283356,-7.974511
male,Wayed1982,Navalagamella,Hispanic,Jaramillo,HortensioJaramilloContreras@gustr.com,42,40.501929,-4.080863
male,Spones,Ondara,Hispanic,Abreu,EnmanuelAbreuEstrada@teleworm.us,72,38.757863,0.114212
male,Whomed,Borriol,Hispanic,Prado,AntoshikaPradoVerduzco@dayrep.com,38,40.071899,-0.138241
female,Quirld,"Es Castell",Hispanic,Santillán,MaxelindaSantillanAlcala@dayrep.com,36,40.050499,3.881551
male,Untentoody57,Santiago-Pontones,Hispanic,Carrillo,NachoCarrilloOrnelas@superrito.com,67,38.204326,-2.575464
male,Befure,"Valle de Mena",Hispanic,Figueroa,BaldovinFigueroaCuellar@rhyta.com,75,43.0065,-3.335549
male,Gicts1985,Picón,Hispanic,Esquivel,BonifaciEsquivelAparicio@jourrapide.com,39,39.037338,-4.052445
female,Morst1975,Godella,Hispanic,Pedraza,DinoraPedrazaVallejo@superrito.com,49,39.484618,-0.491152
male,Hisgrat,"Fuente de Cantos",Hispanic,Esparza,LucaEsparzaGranados@einrot.com,52,38.171834,-6.298024
male,Liaboarpood1995,Villaralbo,Hispanic,Hurtado,AlanHurtadoNarvaez@armyspy.com,29,41.444009,-5.724506
male,Hile1985,"Torre de Juan Abad",Hispanic,Avilés,GeoffreyAvilesOzuna@dayrep.com,39,38.60999,-3.102985
female,Hishossn,Riópar,Hispanic,Villareal,EmilianaVillarealAlva@cuvox.de,75,38.506187,-2.369514
male,Slivencel,Sonseca,Hispanic,Arce,RaineroArceCoronado@rhyta.com,34,39.713865,-4.047627
male,Forripsy,Caparroso,Hispanic,Baca,NandorBacaCaban@armyspy.com,47,42.386487,-1.607834
male,Spittly,Coirós,Hispanic,Olivas,EzekielOlivasContreras@gustr.com,64,43.215712,-8.089394
female,Wought,Cardedeu,Hispanic,Samaniego,InanSamaniegoEscamilla@cuvox.de,68,41.697182,2.405476
female,Hisay1993,"Santa Margarida de Montbui",Hispanic,Vega,WilmaVegaBarrientos@rhyta.com,31,41.490281,1.68095
female,Herfin,Poblete,Hispanic,Amador,LalitaAmadorFeliciano@jourrapide.com,57,39.047083,-4.043533
male,Hencerel59,"Torre del Campo",Hispanic,Serna,EleodoroSernaArmas@teleworm.us,65,37.802419,-3.838295
male,Somell,"Vall de Almonacid",Hispanic,Pelayo,QuintinPelayoZavala@jourrapide.com,20,39.903313,-0.441246
